ts,role,idx,cpu_pct,cpu_us,cpu_sy,cpu_id
1781730789,node,0,1.1,0.0,50.0,50.0
1781730790,gateway,0,NA,77.3,18.2,0.0
1781730798,gateway,0,NA,50.0,50.0,0.0
1781730798,node,0,2.3,0.0,0.0,NA
1781730807,node,0,8.0,0.0,0.0,NA
1781730807,gateway,0,0.2,0.0,0.0,NA
1781730814,gateway,0,0.2,100.0,0.0,0.0
1781730814,node,0,13.7,0.0,50.0,50.0
1781730822,gateway,0,0.3,0.0,0.0,NA
1781730822,node,0,18.1,50.0,0.0,50.0
1781730830,gateway,0,0.2,0.0,50.0,50.0
1781730831,node,0,22.2,100.0,0.0,0.0
1781730838,node,0,25.5,0.0,0.0,NA
1781730838,gateway,0,0.3,0.0,50.0,50.0
1781730847,node,0,29.0,100.0,0.0,0.0
1781730847,gateway,0,0.2,50.0,50.0,0.0
1781730855,node,0,32.2,0.0,0.0,NA
1781730855,gateway,0,0.2,0.0,0.0,NA
1781730863,node,0,35.5,0.0,NA,0.0
1781730863,gateway,0,0.2,0.0,50.0,50.0
1781730871,node,0,38.4,0.0,NA,0.0
1781730871,gateway,0,0.2,0.0,0.0,NA
1781730879,node,0,41.3,0.0,50.0,50.0
1781730879,gateway,0,0.2,50.0,0.0,50.0
1781730887,node,0,44.1,0.0,0.0,NA
1781730887,gateway,0,0.2,0.0,0.0,NA
1781730895,gateway,0,0.2,0.0,0.0,NA
1781730895,node,0,47.2,0.0,NA,0.0
1781730903,gateway,0,0.2,0.0,0.0,NA
1781730903,node,0,50.0,100.0,0.0,0.0
1781730911,gateway,0,6.7,100.0,0.0,0.0
1781730911,node,0,54.5,33.3,33.3,33.3
1781730919,gateway,0,12.5,0.0,0.0,NA
1781730919,node,0,57.9,33.3,66.7,0.0
1781730927,gateway,0,18.1,0.0,50.0,50.0
1781730927,node,0,61.2,0.0,NA,0.0
1781730935,gateway,0,23.3,66.7,33.3,0.0
1781730935,node,0,64.4,0.0,50.0,0.0
1781730943,node,0,67.2,0.0,NA,0.0
1781730943,gateway,0,29.2,50.0,0.0,0.0
1781730952,gateway,0,34.6,60.0,40.0,0.0
1781730952,node,0,69.8,0.0,50.0,50.0
1781730959,node,0,72.3,100.0,0.0,0.0
1781730959,gateway,0,39.3,0.0,NA,0.0
1781730967,gateway,0,44.1,100.0,0.0,0.0
1781730967,node,0,74.7,33.3,33.3,0.0
1781730975,gateway,0,48.6,50.0,50.0,0.0
1781730975,node,0,77.0,50.0,50.0,0.0
1781730983,node,0,78.9,0.0,50.0,0.0
1781730983,gateway,0,53.4,33.3,66.7,0.0
1781730991,node,0,81.2,50.0,50.0,0.0
1781730991,gateway,0,58.5,100.0,0.0,0.0
1781730999,node,0,83.0,0.0,NA,0.0
1781731000,gateway,0,63.9,66.7,0.0,0.0
1781731007,node,0,83.6,100.0,0.0,0.0
1781731019,gateway,0,75.4,0.0,NA,0.0
1781731037,gateway,0,85.2,50.0,50.0,0.0
1781731054,node,0,78.1,0.0,NA,0.0
1781731062,node,0,77.4,0.0,50.0,0.0
1781731063,gateway,0,95.9,33.3,66.7,0.0
1781731071,node,0,76.7,33.3,33.3,0.0
1781731071,gateway,0,99.1,0.0,NA,0.0
1781731079,node,0,75.9,0.0,NA,0.0
1781731079,gateway,0,102,0.0,NA,0.0
1781731088,gateway,0,104,60.0,20.0,0.0
1781731097,node,0,75.3,33.3,0.0,33.3
1781731104,node,0,74.4,50.0,50.0,0.0
1781731106,gateway,0,110,25.0,75.0,0.0
1781731113,node,0,73.3,50.0,50.0,0.0
1781731113,gateway,0,112,66.7,0.0,0.0
1781731121,node,0,73.0,0.0,50.0,0.0
1781731122,gateway,0,114,50.0,50.0,0.0
1781731130,node,0,73.1,0.0,50.0,50.0
1781731130,gateway,0,116,50.0,50.0,0.0
1781731138,node,0,72.8,0.0,NA,0.0
1781731138,gateway,0,118,0.0,NA,0.0
1781731146,node,0,72.6,50.0,50.0,0.0
1781731146,gateway,0,120,66.7,33.3,0.0
1781731154,node,0,72.4,0.0,0.0,NA
1781731155,gateway,0,122,100.0,0.0,0.0
1781731163,node,0,72.0,50.0,0.0,50.0
1781731163,gateway,0,124,66.7,33.3,0.0
1781731171,node,0,71.4,0.0,NA,0.0
1781731172,gateway,0,125,33.3,66.7,0.0
1781731180,node,0,71.1,0.0,NA,0.0
1781731180,gateway,0,127,25.0,50.0,0.0
1781731188,node,0,70.8,0.0,NA,0.0
1781731188,gateway,0,128,0.0,NA,0.0
1781731197,node,0,71.1,50.0,50.0,0.0
1781731197,gateway,0,130,100.0,0.0,0.0
1781731205,gateway,0,127,0.0,0.0,NA
1781731205,node,0,70.1,0.0,0.0,NA
